sale_id,customer_id,product_id,quantity,sale_date
266,4951,104,2,2024-03-11
267,2812,101,1,2024-07-17
268,2302,103,2,2024-01-05
269,2290,101,1,2024-01-04
270,2215,102,1,2024-01-10
271,1947,104,2,2024-01-14
272,1389,102,3,2024-09-06
273,2381,103,1,2024-07-10
274,2442,101,3,2024-01-03
275,4279,103,2,2024-12-04
276,3450,101,1,2024-10-22
277,3406,102,2,2024-09-17
278,4248,103,1,2024-05-23
279,3360,103,3,2024-03-05
280,207,104,3,2024-06-21
281,3173,103,2,2024-06-23
282,2352,104,2,2024-07-01
283,2989,101,1,2024-08-13
284,2929,104,1,2024-05-16
285,2389,103,1,2024-05-14
286,749,102,2,2024-11-21
287,3229,101,1,2024-03-07
288,765,102,1,2024-06-17
289,3748,102,3,2024-08-13
290,4954,104,2,2024-02-23
291,3089,104,1,2024-09-05
292,963,103,1,2024-04-25
293,2279,104,2,2024-01-11
294,3412,103,2,2024-06-07
295,2277,103,3,2024-12-10
296,266,103,2,2024-10-09
297,750,102,2,2024-01-14
298,4879,103,2,2024-10-12
299,2705,104,1,2024-02-22
300,3757,101,1,2024-11-19
301,3082,101,2,2024-06-15
302,4386,104,2,2024-03-15
303,191,102,1,2024-03-02
304,232,101,3,2024-04-11
305,219,101,3,2024-01-07
306,2334,103,2,2024-07-21
307,2930,104,2,2024-05-21
308,4291,101,3,2024-10-16
309,4297,101,2,2024-12-08
310,8,102,2,2024-01-06
311,4538,102,2,2024-03-11
312,4938,104,2,2024-01-26
313,4680,103,3,2024-08-01
314,4647,103,1,2024-10-21
315,4711,103,3,2024-05-19
316,1130,104,3,2024-03-03
317,3234,104,2,2024-06-14
318,2592,103,1,2024-07-02
319,4667,101,2,2024-11-06
320,3178,101,2,2024-03-07
321,736,102,3,2024-04-19
322,839,101,1,2024-03-15
323,3197,103,3,2024-06-22
324,4201,104,2,2024-04-22
325,466,103,1,2024-05-25
326,3925,103,2,2024-02-25
327,4000,102,3,2024-02-15
328,1393,103,1,2024-06-16
329,3532,102,1,2024-03-23
330,3011,104,1,2024-08-07
331,2802,103,2,2024-12-27
332,1026,102,3,2024-07-02
333,1871,102,2,2024-02-03
334,3624,101,2,2024-05-25
335,1338,104,2,2024-02-03
336,1830,104,2,2024-11-10
337,1367,103,2,2024-03-08
338,3147,101,3,2024-02-25
339,2595,102,3,2024-05-26
340,3724,101,3,2024-12-21
341,270,104,1,2024-08-02
342,54,101,1,2024-07-18
343,4265,102,3,2024-12-01
344,1640,104,3,2024-10-23
345,22,102,2,2024-09-17
346,1898,101,1,2024-06-23
347,1835,101,1,2024-12-02
348,800,101,1,2024-08-14
349,895,102,2,2024-06-14
350,808,104,2,2024-02-25
351,3662,104,3,2024-05-14
352,3887,101,3,2024-07-17
353,4681,101,1,2024-12-25
354,918,103,1,2024-04-24
355,2873,103,3,2024-04-15
356,2019,104,3,2024-02-20
357,4886,104,2,2024-02-25
358,572,104,1,2024-05-12
359,1181,101,2,2024-01-07
360,2185,101,2,2024-03-11
361,1569,102,1,2024-04-11
362,1790,101,1,2024-01-14
363,2762,104,3,2024-10-14
364,1226,104,3,2024-09-12
365,2692,101,3,2024-08-27
366,1456,101,1,2024-07-08
367,2688,102,2,2024-11-09
368,1506,102,2,2024-05-12
369,3213,101,3,2024-05-23
370,16,104,2,2024-09-17
371,284,103,3,2024-05-18
372,722,104,1,2024-03-20
373,3731,102,3,2024-06-15
374,147,102,1,2024-07-09
375,332,104,1,2024-12-17
376,3853,101,2,2024-08-01
377,4290,103,2,2024-09-18
378,4586,101,3,2024-11-01
379,1823,101,3,2024-08-04
380,1958,103,3,2024-05-08
381,2015,102,2,2024-11-01
382,577,102,1,2024-10-23
383,2253,103,1,2024-11-27
384,1469,102,1,2024-08-03
385,3324,104,1,2024-01-13
386,3159,101,1,2024-09-12
387,1806,102,2,2024-02-13
388,2949,102,1,2024-01-11
389,1811,101,1,2024-01-19
390,503,102,1,2024-11-17
391,4443,104,2,2024-03-15
392,456,104,2,2024-09-27
393,3560,102,3,2024-11-19
394,90,104,2,2024-08-23
395,3873,104,1,2024-01-26
396,411,103,2,2024-12-01
397,2567,104,1,2024-10-10
398,4011,101,2,2024-12-07
399,1090,104,1,2024-08-28
400,84,103,2,2024-02-04
401,3956,104,2,2024-10-09
402,2797,102,1,2024-01-12
403,1978,101,1,2024-11-24
404,4238,104,2,2024-09-01
405,649,102,2,2024-10-22
406,4155,101,2,2024-01-03
407,2914,103,3,2024-09-26
408,2780,102,1,2024-12-24
409,3143,104,1,2024-06-02
410,2142,104,1,2024-05-19
411,3369,103,1,2024-02-21
412,2217,102,3,2024-10-16
413,868,104,1,2024-02-20
414,3984,101,2,2024-05-25
415,3597,104,2,2024-02-18
416,2729,101,2,2024-03-06
417,2027,101,1,2024-08-04
418,4450,104,1,2024-11-25
419,2199,102,3,2024-08-03
420,4454,103,2,2024-01-18
421,4440,101,1,2024-06-02
422,1691,104,2,2024-09-12
423,4293,103,1,2024-02-16
424,2557,102,2,2024-06-20
425,333,104,3,2024-01-08
426,1293,101,3,2024-06-26
427,2814,101,1,2024-07-02
428,1559,102,1,2024-06-07
429,1602,101,3,2024-03-15
430,4058,103,1,2024-04-07
431,407,101,2,2024-07-01
432,4882,101,2,2024-04-11
433,1824,103,3,2024-05-19
434,2188,103,2,2024-04-13
435,2403,103,1,2024-09-26
436,4061,101,3,2024-03-25
437,4141,101,1,2024-12-23
438,550,104,2,2024-08-05
439,1796,101,1,2024-01-08
440,748,102,3,2024-11-05
441,3064,104,3,2024-08-11
442,4683,102,1,2024-01-20
443,3491,101,3,2024-09-19
444,1368,104,3,2024-05-02
445,3931,104,1,2024-07-13
446,3018,103,3,2024-02-22
447,2576,104,2,2024-10-03
448,4905,103,2,2024-11-21
449,1132,103,2,2024-04-23
450,2233,101,2,2024-10-25
451,4487,104,2,2024-07-12
452,4228,102,2,2024-11-12
453,2531,104,1,2024-12-08
454,3107,104,1,2024-07-16
455,4511,103,3,2024-03-16
456,3092,102,2,2024-05-22
457,876,103,1,2024-10-04
458,4382,104,1,2024-12-04
459,242,103,2,2024-02-05
460,4597,104,3,2024-02-18
461,3036,103,2,2024-11-25
462,400,103,1,2024-12-04
463,1667,101,2,2024-09-05
464,4204,103,2,2024-12-09
465,341,104,3,2024-06-10
466,1824,104,2,2024-06-26
467,2306,102,1,2024-11-20
468,1141,103,3,2024-06-22
469,883,101,1,2024-11-15
470,2770,102,3,2024-02-22
471,4347,101,2,2024-08-06
472,3258,103,2,2024-03-22
473,4816,101,3,2024-04-15
474,502,104,1,2024-11-20
475,4832,103,1,2024-07-19
476,1040,104,3,2024-09-18
477,2079,104,3,2024-08-09
478,3347,102,3,2024-06-07
479,4146,102,2,2024-05-08
480,3235,103,3,2024-11-14
481,4631,101,1,2024-03-24
482,1950,104,3,2024-06-22
483,3766,101,2,2024-04-14
484,1057,101,3,2024-09-18
485,2249,104,2,2024-05-15
486,1832,101,2,2024-11-24
487,4217,104,1,2024-12-21
488,1371,102,2,2024-02-01
489,4701,103,2,2024-10-22
490,1894,104,1,2024-01-05
491,2209,102,1,2024-04-21
492,665,102,3,2024-07-14
493,3506,104,1,2024-11-05
494,2522,101,2,2024-01-27
495,2329,102,2,2024-10-21
496,3055,101,3,2024-05-25
497,2067,104,2,2024-03-15
498,625,104,3,2024-04-22
499,3152,103,3,2024-04-11
500,1734,103,2,2024-04-18
501,3469,102,3,2024-10-24
502,2982,103,1,2024-11-11
503,3151,102,3,2024-02-12
504,177,104,1,2024-08-27
505,4075,102,1,2024-03-09
506,1893,101,3,2024-06-13
507,1741,102,3,2024-10-21
508,55,101,3,2024-12-23
509,1689,103,3,2024-11-11
510,2725,104,2,2024-07-10
511,1617,102,3,2024-02-13
512,3113,103,1,2024-10-15
513,546,101,2,2024-07-07
514,2396,104,3,2024-03-09
515,3230,103,3,2024-12-11
516,3463,102,3,2024-06-14
517,4279,102,3,2024-06-16
518,3977,104,2,2024-10-04
519,2709,104,1,2024-08-18
520,703,103,2,2024-03-07
521,138,102,1,2024-11-04
522,4714,104,2,2024-10-08
523,1236,102,3,2024-08-19
524,3378,104,3,2024-12-16
525,517,104,3,2024-09-25
526,4420,103,3,2024-10-03
527,484,103,3,2024-10-07
528,502,102,3,2024-09-28
529,88,103,2,2024-09-04
530,4668,104,1,2024-09-14
531,1257,102,3,2024-06-06
532,1724,102,2,2024-09-01
533,1141,104,3,2024-10-04
534,3576,102,3,2024-03-09
535,3207,102,2,2024-08-24
536,3025,102,2,2024-10-27
537,17,104,2,2024-01-26
538,3602,104,1,2024-11-05
539,3169,101,1,2024-02-14
540,978,101,2,2024-09-16
541,985,103,1,2024-03-05
542,4771,101,2,2024-01-08
543,2683,102,2,2024-04-19
544,244,104,2,2024-06-26
545,29,103,3,2024-05-25
546,2368,103,3,2024-02-22
547,1389,104,1,2024-09-26
548,538,104,1,2024-08-19
549,1584,101,2,2024-08-04
550,1147,103,1,2024-08-08
551,2763,104,2,2024-10-13
552,4409,104,2,2024-03-26
553,1850,102,1,2024-05-05
554,4638,101,2,2024-09-03
555,2707,102,2,2024-03-15
556,4223,101,3,2024-05-01
557,3931,104,3,2024-08-15
558,3759,104,2,2024-03-22
559,3979,103,1,2024-02-10
560,3387,101,1,2024-08-09
561,1582,102,3,2024-05-22
562,2467,101,1,2024-09-19
563,535,104,2,2024-02-11
564,1665,103,1,2024-09-01
565,1568,104,1,2024-10-15
566,4658,103,2,2024-06-09
567,4358,101,1,2024-04-19
568,2585,101,1,2024-05-16
569,4313,101,3,2024-12-08
570,2780,103,2,2024-11-25
571,2773,102,1,2024-09-22
572,4966,104,3,2024-07-01
573,2433,101,2,2024-08-13
574,4997,103,1,2024-05-27
575,1242,101,1,2024-04-08
576,231,101,3,2024-11-24
577,1320,101,2,2024-05-18
578,3015,104,1,2024-10-16
579,4464,101,1,2024-12-23
580,4990,101,1,2024-02-17
581,1353,104,2,2024-10-20
582,4058,102,2,2024-11-07
583,2936,101,3,2024-06-22
584,4914,102,1,2024-07-21
585,1902,102,1,2024-01-14
586,466,104,2,2024-09-06
587,18,103,1,2024-12-09
588,4967,103,2,2024-07-15
589,2583,104,2,2024-01-22
590,3846,102,3,2024-08-12
591,176,101,3,2024-11-03
592,139,102,2,2024-07-14
593,3534,104,2,2024-03-20
594,539,103,1,2024-08-14
595,2156,102,2,2024-08-18
596,4641,103,3,2024-03-06
597,3194,102,1,2024-02-13
598,2903,103,3,2024-10-18
599,3190,102,3,2024-03-27
600,3593,104,2,2024-03-16
601,974,104,1,2024-10-01
602,2759,103,2,2024-12-24
603,2593,101,2,2024-09-12
604,188,103,2,2024-03-05
605,267,101,2,2024-04-12
606,2893,104,3,2024-06-19
607,3629,104,3,2024-07-20
608,1633,104,3,2024-01-12
609,1700,104,1,2024-01-17
610,1024,104,1,2024-10-22
611,4759,103,3,2024-10-20
612,2651,103,1,2024-03-22
613,2216,102,3,2024-11-20
614,3042,101,1,2024-09-13
615,3984,102,3,2024-03-24
616,4970,102,2,2024-05-18
617,4937,102,1,2024-12-17
618,3567,102,2,2024-09-03
619,2997,103,1,2024-11-26
620,219,103,3,2024-01-26
621,2627,103,2,2024-05-12
622,2721,103,3,2024-12-05
623,2307,103,1,2024-01-19
624,455,104,3,2024-10-16
625,4818,103,3,2024-02-19
626,4634,101,3,2024-07-17
627,2376,103,1,2024-07-03
628,1083,101,3,2024-09-03
629,3637,102,3,2024-10-02
630,2834,103,2,2024-08-26
631,2224,104,2,2024-11-14
632,627,101,1,2024-01-26
633,4112,104,3,2024-07-19
634,4830,104,1,2024-11-15
635,3866,104,1,2024-03-12
636,1096,101,2,2024-12-14
637,3059,104,2,2024-04-08
638,2729,104,1,2024-10-21
639,1803,102,1,2024-01-02
640,3814,103,2,2024-09-09
641,40,104,3,2024-12-08
642,3243,103,3,2024-05-05
643,1596,103,2,2024-12-15
644,93,103,1,2024-10-05
645,3314,102,3,2024-03-25
646,3321,102,2,2024-01-18
647,4582,104,1,2024-07-17
648,1059,102,2,2024-03-21
649,1805,104,2,2024-01-27
650,4248,102,2,2024-04-22
651,3025,104,1,2024-06-07
652,4254,101,1,2024-09-09
653,2469,102,2,2024-03-03
654,627,101,1,2024-01-24
655,1938,104,3,2024-04-27
656,2223,104,2,2024-08-03
657,2759,104,3,2024-04-13
658,860,104,3,2024-08-07
659,297,102,1,2024-09-18
660,4066,101,3,2024-05-21
661,4217,103,1,2024-12-08
662,2598,102,1,2024-08-05
663,1872,101,2,2024-04-17
664,1260,103,2,2024-06-24
665,2888,101,3,2024-04-26
666,1199,102,1,2024-03-17
667,3747,103,1,2024-07-05
668,2948,101,2,2024-05-25
669,4204,101,3,2024-01-04
670,2036,103,1,2024-03-28
671,2410,103,1,2024-12-24
672,1888,104,1,2024-11-05
673,4048,101,3,2024-08-27
674,4239,104,3,2024-09-17
675,2227,102,1,2024-12-16
676,4423,103,3,2024-04-09
677,3170,103,1,2024-09-10
678,1189,101,1,2024-08-21
679,4442,101,2,2024-09-17
680,645,104,3,2024-08-26
681,4586,101,2,2024-07-27
682,2292,102,3,2024-08-06
683,4754,104,3,2024-01-25
684,1180,104,3,2024-06-16
685,2553,103,1,2024-02-03
686,2834,101,2,2024-04-03
687,3812,101,1,2024-06-25
688,422,104,2,2024-07-10
689,4360,101,3,2024-01-22
690,1948,102,3,2024-07-27
691,2366,103,3,2024-08-20
692,4325,101,3,2024-03-19
693,4133,104,1,2024-12-27
694,3254,103,3,2024-10-14
695,3402,103,1,2024-08-22
696,778,104,1,2024-03-17
697,3180,101,1,2024-03-08
698,4291,103,1,2024-09-08
699,942,103,2,2024-04-04
700,332,103,2,2024-06-11
701,4050,103,3,2024-08-15
702,2343,101,2,2024-05-27
703,1952,102,3,2024-05-11
704,4223,103,1,2024-07-23
705,1116,104,1,2024-12-12
706,1568,104,2,2024-09-04
707,1491,104,1,2024-05-11
708,4235,103,2,2024-11-06
709,1371,103,3,2024-01-17
710,3431,102,1,2024-11-27
711,3530,104,3,2024-08-08
712,4617,101,2,2024-11-23
713,241,101,1,2024-12-28
714,2013,103,1,2024-08-10
715,365,103,3,2024-07-04
716,3330,103,3,2024-01-26
717,1393,102,1,2024-09-04
718,2395,103,2,2024-07-17
719,2805,103,1,2024-04-09
720,135,102,3,2024-12-06
721,493,101,2,2024-01-17
722,3190,101,2,2024-12-18
723,1376,104,2,2024-02-25
724,426,102,3,2024-05-17
725,3433,104,3,2024-01-24
726,530,102,2,2024-03-06
727,2725,104,1,2024-06-21
728,4384,102,3,2024-12-25
729,4479,102,1,2024-04-25
730,800,101,1,2024-12-07
731,4298,102,2,2024-06-18
732,3008,103,2,2024-08-05
733,3005,104,1,2024-04-01
734,1093,103,2,2024-02-06
735,4520,101,3,2024-06-13
736,2036,104,3,2024-06-16
737,1817,102,1,2024-06-17
738,4943,101,1,2024-04-03
739,1616,101,1,2024-07-28
740,2840,103,2,2024-09-05
741,1377,104,3,2024-12-25
742,3547,102,2,2024-07-19
743,372,101,2,2024-07-11
744,212,104,2,2024-05-22
745,4218,103,1,2024-08-16
746,1107,103,1,2024-06-17
747,2799,104,3,2024-04-27
748,2131,102,1,2024-05-15
749,459,103,2,2024-04-25
750,1827,101,1,2024-06-13
751,3988,103,2,2024-01-16
752,315,103,2,2024-11-08
753,339,101,2,2024-11-09
754,3376,102,1,2024-12-12
755,2454,101,3,2024-04-11
756,4450,103,1,2024-10-20
757,2769,104,1,2024-02-13
758,4626,101,1,2024-02-18
759,4186,103,1,2024-09-09
760,3384,103,2,2024-07-11
761,4916,103,3,2024-03-04
762,3992,101,1,2024-11-15
763,2000,102,3,2024-05-21
764,3888,103,2,2024-04-27
765,642,101,1,2024-12-08
766,75,101,1,2024-11-21
767,2533,102,3,2024-12-04
768,734,101,2,2024-01-14
769,679,103,3,2024-02-13
770,1326,103,3,2024-04-11
771,794,103,1,2024-05-15
772,3842,103,3,2024-11-14
773,2908,103,3,2024-03-23
774,2721,101,2,2024-04-18
775,2251,104,3,2024-04-18
776,441,102,1,2024-11-08
777,3573,104,2,2024-04-02
778,2810,104,1,2024-02-21
779,4586,101,3,2024-01-23
780,165,103,3,2024-12-04
781,2796,103,3,2024-05-25
782,111,102,3,2024-12-11
783,4182,101,2,2024-11-27
784,4010,101,2,2024-09-22
785,4252,103,2,2024-11-12
786,4276,102,2,2024-07-17
787,1023,102,3,2024-04-22
788,2934,102,1,2024-06-12
789,4043,104,3,2024-01-02
790,663,103,3,2024-02-08
791,2971,104,1,2024-02-26
792,986,103,2,2024-05-05
793,3828,103,1,2024-02-22
794,4341,103,2,2024-03-27
795,3156,103,1,2024-02-26
796,1993,104,1,2024-03-09
797,3436,102,1,2024-11-23
798,3419,101,1,2024-09-15
799,2210,101,2,2024-10-11
800,1332,102,2,2024-02-04
801,3972,102,2,2024-08-18
802,1906,104,1,2024-11-02
803,4153,102,2,2024-12-28
804,4595,101,2,2024-01-08
805,1207,103,2,2024-11-27
806,937,104,3,2024-02-02
807,105,102,2,2024-03-28
808,2315,102,2,2024-06-12
809,3978,103,1,2024-12-04
810,2972,103,3,2024-02-11
811,2466,101,1,2024-01-08
812,506,102,3,2024-02-09
813,4651,101,3,2024-05-08
814,3826,103,3,2024-04-17
815,558,101,1,2024-08-27
816,2781,101,1,2024-12-04
817,1172,102,3,2024-09-22
818,2241,101,3,2024-11-27
819,2663,101,3,2024-08-07
820,1915,102,3,2024-12-13
821,4605,102,1,2024-01-19
822,1740,102,3,2024-01-16
823,581,104,2,2024-11-11
824,1580,104,1,2024-07-16
825,895,104,3,2024-11-22
826,4064,101,2,2024-07-28
827,222,104,3,2024-07-02
828,750,103,1,2024-03-19
829,2343,101,1,2024-10-07
830,1379,104,2,2024-11-21
831,2442,104,2,2024-06-25
832,4706,104,3,2024-05-04
833,1110,101,3,2024-12-24
834,1419,104,1,2024-09-25
835,1550,104,2,2024-01-04
836,3268,102,3,2024-10-25
837,1720,101,2,2024-02-10
838,3362,102,3,2024-07-25
839,3021,102,3,2024-02-15
840,2352,103,2,2024-04-09
841,2304,102,1,2024-11-18
842,2798,103,1,2024-06-26
843,4450,103,2,2024-07-14
844,2870,103,2,2024-11-14
845,4367,104,2,2024-05-20
846,1606,104,1,2024-04-04
847,3443,101,3,2024-10-23
848,4823,102,2,2024-07-15
849,628,101,1,2024-08-16
850,852,102,1,2024-10-27
851,3262,104,1,2024-02-25
852,3711,103,1,2024-07-16
853,3849,102,3,2024-10-07
854,1461,103,2,2024-06-07
855,473,102,3,2024-03-08
856,2756,104,1,2024-03-27
857,4889,101,2,2024-08-05
858,1451,102,2,2024-05-15
859,4359,101,2,2024-02-11
860,3505,101,1,2024-04-05
861,3309,103,1,2024-05-08
862,1009,103,1,2024-03-13
863,3342,103,2,2024-10-13
864,1600,104,3,2024-12-26
865,2039,104,2,2024-06-10
866,1850,101,3,2024-09-28
867,1562,104,2,2024-01-18
868,2213,102,1,2024-08-20
869,3463,103,1,2024-03-24
870,15,104,3,2024-06-10
871,915,104,1,2024-07-04
872,749,103,1,2024-05-16
873,1977,103,3,2024-03-22
874,3975,104,2,2024-03-19
875,2189,102,3,2024-10-23
876,2396,104,3,2024-04-06
877,4024,101,3,2024-02-18
878,2222,101,1,2024-10-05
879,1982,102,1,2024-09-07
880,2761,104,3,2024-12-12
881,1125,103,1,2024-01-21
882,3793,101,2,2024-01-23
